mag,latitude,longitude,depth,year,month,day,hour,season,region_code,distance_to_sf,distance_to_la,energy_relative,network_activity_level,lunar_phase,state_encoded,net_encoded,magType_encoded,faultType_encoded,type_encoded
-1.1996038856292663,0.03739622217023862,-0.13151305282910372,-0.48553458149614925,0.24369704950683993,-0.7940920696842312,-1.3885106610180018,-1.3138577708099854,-0.5320344733491278,-0.2950276458038899,-0.33839111113381276,-0.4082527952261342,-0.4262336274735687,1.0336059469904315,1.7036293445516684,-0.08035194145503895,-0.10886680486307422,0.04677910267685096,0.23251309708661888,0.0
-1.5556327322101895,0.037095905589670554,-0.13155330729026893,-0.5097351119838337,0.24369704950683993,0.8154401408890425,-1.4991205051391356,0.634163121425058,1.4159256111815448,-0.2950276458038899,-0.33836500778349743,-0.4082559468333112,-0.42668646565700125,1.0336059469904315,-1.4340011980945968,-0.08035194145503895,-0.10886680486307422,-0.6539902001685222,0.23251309708661888,0.0
-1.1996038856292663,0.03684031701046381,-0.13144260752206435,-0.46940089450435973,0.136776368521068,-0.4721856275695765,-1.2779008168968682,0.49501877197969774,-0.5320344733491278,-0.2950276458038899,-0.33822434780142074,-0.40811949786261825,-0.4262336274735687,1.0336059469904315,0.5113297383460874,-0.08035194145503895,-0.10886680486307422,-0.6539902001685222,0.23251309708661888,0.0
-1.080927603435625,0.037792384468009275,-0.13143656935288964,-0.3887324595454118,0.136776368521068,1.7811594672330067,-0.6142417521700656,1.190740519206499,-1.506014515614464,-0.2950276458038899,-0.33840631098189183,-0.40822561995881934,-0.4259440790713121,1.0336059469904315,-1.4967538089475223,-0.08035194145503895,-0.10886680486307422,-0.6539902001685222,0.23251309708661888,0.0
-1.080927603435625,0.03760708274808449,-0.13158953630531778,-0.4976348467399915,0.24369704950683993,-0.4721856275695765,0.4918566890412718,1.0515961697611387,-0.5320344733491278,-0.2950276458038899,-0.3384950252245835,-0.4083509843507067,-0.4259440790713121,1.0336059469904315,0.19756668408146089,-0.08035194145503895,-0.10886680486307422,-0.6539902001685222,0.23251309708661888,0.0
-1.5556327322101895,0.03707673644622985,-0.13154726912109424,-0.5178019554797284,0.24369704950683993,0.49353369877438774,0.6024665331624055,0.49501877197969774,0.44194556891620856,-0.2950276458038899,-0.3383563079518868,-0.40824788508834337,-0.42668646565700125,1.0336059469904315,0.7623401817577888,-0.08035194145503895,-0.10886680486307422,-0.6539902001685222,0.23251309708661888,0.0
-1.080927603435625,-0.04354868086458095,-0.10111690920316938,-0.1830279504000946,-0.07706499345047585,-0.4721856275695765,1.4873452861314755,0.07758572364361699,-0.5320344733491278,-0.2950276458038899,-0.29764451985991364,-0.3683500790441749,-0.4259440790713121,-0.8070742168582432,0.7623401817577888,-0.08035194145503895,-1.6491304884813847,-0.6539902001685222,-5.033494991080678,0.0
-1.080927603435625,0.28496570970450535,-0.23071010875574763,-0.33629797682209567,-0.2909063554220197,-0.4721856275695765,-0.5036319080489319,-0.8964247224739047,-0.5320344733491278,-0.2950276458038899,-0.46796758083556866,-0.3404973852880499,-0.4259440790713121,-0.9590171549117895,-0.5554646461536427,-0.08035194145503895,-0.8789986466722294,-0.6539902001685222,0.23251309708661888,0.0
-1.080927603435625,0.3758274496125525,-0.25111912056656566,-0.42906667702488577,-0.2909063554220197,-0.7940920696842312,0.16002715667787054,-1.592146469700706,-0.5320344733491278,-0.2950276458038899,-0.4624385372085771,-0.3047807245518479,-0.4259440790713121,-0.9590171549117895,0.13481407322853575,-0.08035194145503895,-0.8789986466722294,-0.6539902001685222,-5.033494991080678,0.0
-1.080927603435625,0.035447359253786365,-0.12471407433828086,-0.30403060283851646,0.136776368521068,1.459253025118352,-0.5036319080489319,-1.592146469700706,1.4159256111815448,-0.2950276458038899,-0.3324056285113751,-0.4014485204810552,-0.4259440790713121,1.0336059469904315,-1.4340011980945968,-0.08035194145503895,-0.10886680486307422,0.04677910267685096,0.23251309708661888,0.0
-1.080927603435625,0.03864221649387222,-0.12488113035211676,-0.1507605764165155,-0.2909063554220197,-1.115998511798886,-0.17180237568553067,-1.035569071919265,-0.5320344733491278,-0.2950276458038899,-0.3331498112721005,-0.4019272281551715,-0.4259440790713121,-0.8070742168582432,-0.42995942444779195,-0.08035194145503895,-1.6491304884813847,-0.6539902001685222,0.23251309708661888,0.0
-1.6743090144038308,0.04687216874433374,-0.13002967593516157,-0.05799187621372537,0.24369704950683993,-0.15027918545492175,1.0449059096469404,-0.6181360235831842,0.44194556891620856,-0.2950276458038899,-0.33900045168149945,-0.40776284462593415,-0.42675919692729064,1.0336059469904315,1.0133506251694901,-0.08035194145503895,-0.10886680486307422,-0.6539902001685222,-5.033494991080678,0.0
-1.080927603435625,0.2545506687788864,-0.22859674954456816,-0.33629797682209567,-0.39782703640779166,-0.7940920696842312,-0.17180237568553067,1.4690292180972195,-0.5320344733491278,-0.2950276458038899,-0.459941024366757,-0.3486965424567749,-0.4259440790713121,-0.9590171549117895,-1.6222590306533728,-0.08035194145503895,-0.8789986466722294,-0.6539902001685222,-1.8738901381803,0.0
-1.080927603435625,0.189918706811946,-0.19706140466765515,0.018643136997275152,0.136776368521068,-1.115998511798886,-0.17180237568553067,0.3558744225343375,-0.5320344733491278,-0.2950276458038899,-0.4218927713044008,-0.3868381335892912,-0.4259440790713121,-1.0284767837362678,1.5153715119928926,-0.08035194145503895,0.661265036946081,0.04677910267685096,-0.8206885205468405,0.0
-1.080927603435625,0.06990708944535418,-0.13348552142620446,-0.04185818922193577,0.136776368521068,-0.15027918545492175,1.1555157537680742,0.21673007308897724,0.44194556891620856,-0.2950276458038899,-0.3462023756164934,-0.4124408465896297,-0.4259440790713121,1.0336059469904315,-0.2417015918890161,-0.08035194145503895,-0.10886680486307422,-0.6539902001685222,0.23251309708661888,0.0
-1.080927603435625,0.1223474761841265,-0.12361311482540936,-0.5097351119838337,-0.18398567443624778,1.7811594672330067,-0.9460712845334669,0.07758572364361699,-1.506014515614464,-0.2950276458038899,-0.3459978833421849,-0.39907633229515715,-0.4259440790713121,-0.8070742168582432,1.2643610685811912,-0.08035194145503895,-1.6491304884813847,-0.6539902001685222,0.23251309708661888,0.0
-1.080927603435625,0.08924875517683513,-0.13232820566770137,-0.4088995682851488,-0.39782703640779166,0.171627256659733,-1.0566811286546005,0.9124518203157784,0.44194556891620856,-0.2950276458038899,-0.34863049944897917,-0.41080285316143095,-0.4259440790713121,-0.8070742168582432,1.3898662902870418,-0.08035194145503895,-1.6491304884813847,-0.6539902001685222,0.23251309708661888,0.0
-1.080927603435625,0.0851401687660843,-0.13314738395241568,-0.2919303375946743,0.136776368521068,0.49353369877438774,-0.6142417521700656,1.190740519206499,0.44194556891620856,-0.2950276458038899,-0.34863303165037857,-0.4118455569351447,-0.4259440790713121,1.0336059469904315,1.7036293445516684,-0.08035194145503895,-0.10886680486307422,0.04677910267685096,0.23251309708661888,0.0
